4096,2048,total_slab_cnt,total_miss_ratio
119,114,233,0.14922865
119,115,234,0.1488518
120,115,235,0.14847515
120,116,236,0.1481006
121,116,237,0.14773035
121,117,238,0.147362
122,117,239,0.14699655
122,118,240,0.14663285
122,119,241,0.1462647
123,119,242,0.14590615
124,119,243,0.14554395
125,119,244,0.1451773
126,119,245,0.1448173
127,119,246,0.1444582
128,119,247,0.14410005
128,120,248,0.1437435
129,120,249,0.1433878
129,121,250,0.14303765
129,122,251,0.1426851
129,123,252,0.14233175
130,123,253,0.14198315
130,124,254,0.1416387
130,125,255,0.1412997
130,126,256,0.14095325
130,127,257,0.14061335
130,128,258,0.14027935
131,128,259,0.13994555
132,128,260,0.1396007
133,128,261,0.13926505
134,128,262,0.1389309
135,128,263,0.13859965
136,128,264,0.13826305
137,128,265,0.1379309
137,129,266,0.13760295
137,130,267,0.13727485
138,130,268,0.1369483
138,131,269,0.1366245
139,131,270,0.13630105
139,132,271,0.1359787
140,132,272,0.1356588
141,132,273,0.135331
142,132,274,0.13502135
143,132,275,0.1347004
144,132,276,0.13439435
145,132,277,0.1340844
146,132,278,0.133775
147,132,279,0.1334712
147,133,280,0.1331689
147,134,281,0.13285485
147,135,282,0.13254235
147,136,283,0.13223295
147,137,284,0.1319279
147,138,285,0.13162560000000004
147,139,286,0.13132675
148,139,287,0.1310287
149,139,288,0.13073285
149,140,289,0.13044005
149,141,290,0.13014305
149,142,291,0.12984665
150,142,292,0.1295567
151,142,293,0.12925465
152,142,294,0.1289665
153,142,295,0.1286779
154,142,296,0.1283801
155,142,297,0.12809055
156,142,298,0.12780495
156,143,299,0.12752035
156,144,300,0.12723235
156,145,301,0.1269473
157,145,302,0.1266699
158,145,303,0.12638555
159,145,304,0.12609605
160,145,305,0.1258192
161,145,306,0.12553455
162,145,307,0.1252568
163,145,308,0.1249824
164,145,309,0.1247089
164,146,310,0.1244369
164,147,311,0.12415585
165,147,312,0.12388435
166,147,313,0.1236136
166,148,314,0.12334385
166,149,315,0.12307175
166,150,316,0.1228013
166,151,317,0.1225289
166,152,318,0.12226335
167,152,319,0.1220001
167,153,320,0.1217399
167,154,321,0.121481
167,155,322,0.12121695
168,155,323,0.12095905
169,155,324,0.1206927
170,155,325,0.1204263
171,155,326,0.12015965
172,155,327,0.11989615
173,155,328,0.1196339
174,155,329,0.1193778
175,155,330,0.11912525
176,155,331,0.11886625
177,155,332,0.11861365
178,155,333,0.11835935
179,155,334,0.1181071
180,155,335,0.1178548
180,156,336,0.11760355
180,157,337,0.11734605
180,158,338,0.11709565
181,158,339,0.11684575
182,158,340,0.1166002
183,158,341,0.11635375
183,159,342,0.11610915
183,160,343,0.11586145
183,161,344,0.1156096
183,162,345,0.1153609
184,162,346,0.11512205
185,162,347,0.1148769
185,163,348,0.11464085
186,163,349,0.1144097
187,163,350,0.11417265
188,163,351,0.11393585
189,163,352,0.11369815
190,163,353,0.11346455
190,164,354,0.1132348
190,165,355,0.11300285
190,166,356,0.1127724
190,167,357,0.11254265
191,167,358,0.11231785
192,167,359,0.1120795
193,167,360,0.1118528
194,167,361,0.11162775
195,167,362,0.11139555
196,167,363,0.1111703
197,167,364,0.1109452
198,167,365,0.1107201
198,168,366,0.1104966
198,169,367,0.110273
198,170,368,0.1100459
198,171,369,0.1098235
198,172,370,0.1096006
198,173,371,0.10937865
199,173,372,0.10915795
200,173,373,0.1089373
201,173,374,0.10871075
201,174,375,0.1084904
202,174,376,0.1082718
203,174,377,0.1080591
204,174,378,0.10784515
205,174,379,0.10762985
206,174,380,0.10741495
207,174,381,0.10720105
208,174,382,0.10698935
208,175,383,0.10677995
208,176,384,0.1065676
208,177,385,0.106349
209,177,386,0.10614225
210,177,387,0.10593095
211,177,388,0.10572415
212,177,389,0.10551705
213,177,390,0.10530865
214,177,391,0.105101
215,177,392,0.1048971
216,177,393,0.10469345
216,178,394,0.10449105
216,179,395,0.10428585
216,180,396,0.10408515
216,181,397,0.1038835
216,182,398,0.10368065
216,183,399,0.1034797
217,183,400,0.10328115
218,183,401,0.10307425
219,183,402,0.10287495
220,183,403,0.10267455
221,183,404,0.10247735
221,184,405,0.10228185
221,185,406,0.10208705
222,185,407,0.1018927
223,185,408,0.10169625
223,186,409,0.1015023
224,186,410,0.1013098
225,186,411,0.10111645
225,187,412,0.10092465
225,188,413,0.10073455
225,189,414,0.10054395
226,189,415,0.10035445
227,189,416,0.10016645
228,189,417,0.0999783
229,189,418,0.09979195
229,190,419,0.0996062
230,190,420,0.09942445
231,190,421,0.09923765
232,190,422,0.0990495
233,190,423,0.09886655
234,190,424,0.0986801
235,190,425,0.09849835
236,190,426,0.0983169
237,190,427,0.09813305
237,191,428,0.0979526
237,192,429,0.09777055
238,192,430,0.09759135
239,192,431,0.0974117
240,192,432,0.09723285
241,192,433,0.09705035
242,192,434,0.0968731
243,192,435,0.09669805
243,193,436,0.0965231
243,194,437,0.0963436
243,195,438,0.09616945
243,196,439,0.09599885
243,197,440,0.09582405
244,197,441,0.09565395
245,197,442,0.0954754
246,197,443,0.0953033
247,197,444,0.09513145
248,197,445,0.0949613
249,197,446,0.09478975
249,198,447,0.0946199
249,199,448,0.0944451
250,199,449,0.09427575
250,200,450,0.09410945
250,201,451,0.0939461
251,201,452,0.0937829
252,201,453,0.09361325
253,201,454,0.0934452
254,201,455,0.09327645
255,201,456,0.0931084
256,201,457,0.09294385
257,201,458,0.09277505
258,201,459,0.0926085
259,201,460,0.09244695
260,201,461,0.092285
261,201,462,0.0921223
261,202,463,0.0919617
261,203,464,0.0917917
261,204,465,0.09163125
262,204,466,0.09147105
263,204,467,0.0913065
264,204,468,0.09114735
265,204,469,0.09098365
266,204,470,0.0908249
266,205,471,0.0906669
266,206,472,0.09050715
267,206,473,0.09035395
268,206,474,0.09020035
269,206,475,0.090044
270,206,476,0.08988565
271,206,477,0.0897248
272,206,478,0.0895686
273,206,479,0.0894116
274,206,480,0.08925475
274,207,481,0.0891024
274,208,482,0.08894615
274,209,483,0.08879425
274,210,484,0.08864405
275,210,485,0.0884952
276,210,486,0.08834495
277,210,487,0.08819995000000001
278,210,488,0.0880476
279,210,489,0.08789825
280,210,490,0.0877504
280,211,491,0.0876063
280,212,492,0.08746005
280,213,493,0.08731525
280,214,494,0.0871719
281,214,495,0.0870289
282,214,496,0.0868808
283,214,497,0.08673595
284,214,498,0.08658915
284,215,499,0.08644760000000001
284,216,500,0.0863059
285,216,501,0.08616515
286,216,502,0.0860206
287,216,503,0.0858737
288,216,504,0.08573085
289,216,505,0.08558575
290,216,506,0.0854455
291,216,507,0.08530315
292,216,508,0.08516525
292,217,509,0.0850285
292,218,510,0.08488985
293,218,511,0.08475375
294,218,512,0.0846192
295,218,513,0.0844816
296,218,514,0.0843447
297,218,515,0.08420785
298,218,516,0.0840716
299,218,517,0.08393715
300,218,518,0.08380155
301,218,519,0.083668
302,218,520,0.08353345
303,218,521,0.0834019
304,218,522,0.08326995
305,218,523,0.08313825
306,218,524,0.08300635
307,218,525,0.0828749
307,219,526,0.08274455
307,220,527,0.0826137
307,221,528,0.08247835
307,222,529,0.08235025
307,223,530,0.0822227
308,223,531,0.0820964
309,223,532,0.0819627
310,223,533,0.08182845
311,223,534,0.08170085
312,223,535,0.0815735
313,223,536,0.081444
313,224,537,0.08131915
314,224,538,0.0811976
315,224,539,0.0810733
316,224,540,0.08094665
317,224,541,0.0808195
317,225,542,0.08069835
317,226,543,0.08057585
317,227,544,0.0804489
318,227,545,0.080328
319,227,546,0.0802044
320,227,547,0.0800812
321,227,548,0.0799588
322,227,549,0.07983805
323,227,550,0.07971715
323,228,551,0.07959755
324,228,552,0.07947865
325,228,553,0.0793588
326,228,554,0.07924005
327,228,555,0.0791216
328,228,556,0.0790059
328,229,557,0.07889045
329,229,558,0.0787752
330,229,559,0.07865995
330,230,560,0.07854535
331,230,561,0.0784313
332,230,562,0.0783146
333,230,563,0.0782008
333,231,564,0.07809015
333,232,565,0.0779772
333,233,566,0.0778643
334,233,567,0.0777542
335,233,568,0.07764185
336,233,569,0.07752945
337,233,570,0.07741745
338,233,571,0.07730745
339,233,572,0.0771943
340,233,573,0.0770833
340,234,574,0.076974
341,234,575,0.07686475
342,234,576,0.0767538
343,234,577,0.0766415
344,234,578,0.0765328
345,234,579,0.076426
346,234,580,0.0763177
347,234,581,0.0762083
348,234,582,0.0761013
349,234,583,0.075996
349,235,584,0.07589135
349,236,585,0.0757872
349,237,586,0.07568385
349,238,587,0.0755772
350,238,588,0.07547415
351,238,589,0.07536905
352,238,590,0.0752621
353,238,591,0.07515515
354,238,592,0.07504915
355,238,593,0.07494395
356,238,594,0.07484485
357,238,595,0.0747419
358,238,596,0.0746325
359,238,597,0.0745255
360,238,598,0.07441975
361,238,599,0.07431865
362,238,600,0.07422055
363,238,601,0.07411965
363,239,602,0.0740231
363,240,603,0.07392705
364,240,604,0.073831
365,240,605,0.07373445
366,240,606,0.07363545
367,240,607,0.073535
367,241,608,0.07344045
367,242,609,0.07334405
368,242,610,0.0732505
369,242,611,0.07315765
370,242,612,0.07305775
371,242,613,0.0729619
372,242,614,0.0728683
373,242,615,0.07277435
373,243,616,0.07268195
373,244,617,0.07258855
374,244,618,0.07249695
375,244,619,0.0724038
376,244,620,0.0723064
377,244,621,0.07221215
378,244,622,0.0721201
379,244,623,0.07202615
380,244,624,0.0719275
381,244,625,0.07183675
382,244,626,0.0717413
383,244,627,0.07165085
384,244,628,0.07155785
385,244,629,0.071468
385,245,630,0.07137965
385,246,631,0.0712919
386,246,632,0.07120575
387,246,633,0.0711166
387,247,634,0.0710307
387,248,635,0.07094375
387,249,636,0.07085905
388,249,637,0.070775
389,249,638,0.0706855
390,249,639,0.07060065
391,249,640,0.07051465
392,249,641,0.0704267
393,249,642,0.07034295
394,249,643,0.07025795
395,249,644,0.0701698
396,249,645,0.07008425
397,249,646,0.0699996
397,250,647,0.0699178
398,250,648,0.0698362
399,250,649,0.06975445
400,250,650,0.06967005
401,250,651,0.06958625
402,250,652,0.069503
403,250,653,0.06942055
403,251,654,0.0693403
403,252,655,0.06925765
404,252,656,0.06917885
405,252,657,0.0690973
406,252,658,0.06901685
407,252,659,0.06893765
408,252,660,0.06885905
409,252,661,0.06878055
410,252,662,0.06870165
410,253,663,0.0686237
411,253,664,0.06854645
412,253,665,0.06846355
413,253,666,0.06838615
413,254,667,0.06831015
413,255,668,0.06823605
413,256,669,0.0681612
414,256,670,0.06808715
415,256,671,0.06801135
416,256,672,0.06793355
417,256,673,0.0678547
418,256,674,0.0677831
419,256,675,0.0677079
420,256,676,0.0676319
421,256,677,0.06755775
422,256,678,0.06748195
422,257,679,0.0674104
423,257,680,0.06734155
424,257,681,0.0672662
425,257,682,0.0671969
426,257,683,0.06712875
427,257,684,0.0670577
428,257,685,0.0669894
429,257,686,0.06691955
430,257,687,0.0668524
431,257,688,0.06677985
432,257,689,0.0667088
433,257,690,0.0666395
434,257,691,0.0665701
434,258,692,0.0665038
434,259,693,0.06643445
435,259,694,0.06636845
436,259,695,0.06629905
437,259,696,0.06623295
438,259,697,0.06616435
439,259,698,0.06609615
440,259,699,0.0660283
440,260,700,0.06596235
440,261,701,0.0658971
441,261,702,0.06583295
442,261,703,0.06576625
443,261,704,0.065701
444,261,705,0.06563655
445,261,706,0.06557255
445,262,707,0.06550915
446,262,708,0.06544715
447,262,709,0.06538855
448,262,710,0.065327
449,262,711,0.0652639
450,262,712,0.0652002
451,262,713,0.0651408
452,262,714,0.06507885
453,262,715,0.06501975
454,262,716,0.0649586
455,262,717,0.06490005
456,262,718,0.064843
457,262,719,0.06478545
458,262,720,0.0647254
459,262,721,0.06466655
460,262,722,0.0646089
461,262,723,0.0645501
462,262,724,0.0644903
462,263,725,0.06443365
462,264,726,0.06437305
463,264,727,0.0643167
463,265,728,0.06426075
464,265,729,0.0642049
465,265,730,0.06414945
466,265,731,0.0640916
466,266,732,0.0640366
466,267,733,0.0639829
467,267,734,0.063931
468,267,735,0.06388025
469,267,736,0.06382775
470,267,737,0.06377615
471,267,738,0.06372465
472,267,739,0.06367275
473,267,740,0.06362165
474,267,741,0.063568
475,267,742,0.0635143
476,267,743,0.06346335
477,267,744,0.0634131
478,267,745,0.06336225
478,268,746,0.0633133
478,269,747,0.06326235
479,269,748,0.0632141
480,269,749,0.06316655
481,269,750,0.06311635
482,269,751,0.0630689
483,269,752,0.0630196
484,269,753,0.0629689
484,270,754,0.0629215
484,271,755,0.0628762
485,271,756,0.06283125
486,271,757,0.06278455
487,271,758,0.0627371
488,271,759,0.06268905
489,271,760,0.0626427
490,271,761,0.06259655
490,272,762,0.0625522
491,272,763,0.06251015
492,272,764,0.06246365
493,272,765,0.06242045
494,272,766,0.06237705
494,273,767,0.06233505
495,273,768,0.06229335
496,273,769,0.06225065
497,273,770,0.06220715
498,273,771,0.06216475
499,273,772,0.06212225
500,273,773,0.062081
501,273,774,0.0620388
502,273,775,0.06200045
503,273,776,0.06195985
504,273,777,0.0619188
505,273,778,0.06187715
505,274,779,0.06183925
506,274,780,0.0618019
507,274,781,0.0617643
508,274,782,0.0617267
508,275,783,0.0616895
509,275,784,0.06165255
510,275,785,0.06161105
511,275,786,0.06157555
512,275,787,0.0615396
513,275,788,0.0615049
514,275,789,0.06147075
515,275,790,0.06143525
516,275,791,0.06140035
516,276,792,0.061367
516,277,793,0.06133185
516,278,794,0.06129945
517,278,795,0.0612674
518,278,796,0.0612344
519,278,797,0.06119985
520,278,798,0.0611651
521,278,799,0.06113225
522,278,800,0.06110095
522,279,801,0.06106995
523,279,802,0.06103895
523,280,803,0.06101
524,280,804,0.0609821
525,280,805,0.06095325
526,280,806,0.06092445
527,280,807,0.06089535
528,280,808,0.0608658
529,280,809,0.0608377
530,280,810,0.06080845
531,280,811,0.0607803
532,280,812,0.060754
533,280,813,0.06072655
533,281,814,0.0607012
534,281,815,0.06067625
535,281,816,0.0606511
536,281,817,0.0606255
537,281,818,0.06060255
538,281,819,0.06057765
539,281,820,0.06055345
540,281,821,0.06053025
541,281,822,0.06050785
541,282,823,0.06048565
541,283,824,0.06046205
542,283,825,0.06044045
543,283,826,0.06041915
544,283,827,0.06039685
544,284,828,0.06037625
545,284,829,0.0603564
546,284,830,0.06033645
547,284,831,0.06031585
548,284,832,0.0602971
549,284,833,0.0602777
550,284,834,0.06025835
551,284,835,0.06023985
551,285,836,0.06022195
552,285,837,0.06020455
553,285,838,0.0601877
554,285,839,0.0601709
554,286,840,0.0601547
555,286,841,0.06013925
556,286,842,0.06012155
557,286,843,0.0601067
558,286,844,0.060091
559,286,845,0.0600776
560,286,846,0.06006285
561,286,847,0.06004925
561,287,848,0.06003615
561,288,849,0.0600247
562,288,850,0.06001325
563,288,851,0.0600016
564,288,852,0.05999005
565,288,853,0.05997905
566,288,854,0.05997
567,288,855,0.05996085
568,288,856,0.05995165
568,289,857,0.05994285
569,289,858,0.05993455
570,289,859,0.05992665
571,289,860,0.05991805
572,289,861,0.0599116
573,289,862,0.0599044
574,289,863,0.0598974
575,289,864,0.05989075
575,290,865,0.05988485
576,290,866,0.0598797
577,290,867,0.0598754
577,291,868,0.05987125
578,291,869,0.0598674
579,291,870,0.05986395
580,291,871,0.0598612
580,292,872,0.05985905
581,292,873,0.05985705
582,292,874,0.0598555
583,292,875,0.05985425
584,292,876,0.05985375
584,293,877,0.0598537
585,293,878,0.0598537
585,293,879,0.0598537
585,293,880,0.0598537
585,293,881,0.0598537
585,293,882,0.0598537
585,293,883,0.0598537
585,293,884,0.0598537
585,293,885,0.0598537
585,293,886,0.0598537
585,293,887,0.0598537
585,293,888,0.0598537
585,293,889,0.0598537
585,293,890,0.0598537
585,293,891,0.0598537
585,293,892,0.0598537
585,293,893,0.0598537
585,293,894,0.0598537
585,293,895,0.0598537
585,293,896,0.0598537
585,293,897,0.0598537
585,293,898,0.0598537
585,293,899,0.0598537
585,293,900,0.0598537
585,293,901,0.0598537
585,293,902,0.0598537
585,293,903,0.0598537
585,293,904,0.0598537
585,293,905,0.0598537
585,293,906,0.0598537
585,293,907,0.0598537
585,293,908,0.0598537
585,293,909,0.0598537
585,293,910,0.0598537
585,293,911,0.0598537
585,293,912,0.0598537
585,293,913,0.0598537
585,293,914,0.0598537
585,293,915,0.0598537
585,293,916,0.0598537
585,293,917,0.0598537
585,293,918,0.0598537
585,293,919,0.0598537
585,293,920,0.0598537
585,293,921,0.0598537
585,293,922,0.0598537
585,293,923,0.0598537
585,293,924,0.0598537
585,293,925,0.0598537
585,293,926,0.0598537
585,293,927,0.0598537
585,293,928,0.0598537
585,293,929,0.0598537
585,293,930,0.0598537
585,293,931,0.0598537
585,293,932,0.0598537
585,293,933,0.0598537
585,293,934,0.0598537
585,293,935,0.0598537
585,293,936,0.0598537
585,293,937,0.0598537
585,293,938,0.0598537
585,293,939,0.0598537
585,293,940,0.0598537
585,293,941,0.0598537
585,293,942,0.0598537
585,293,943,0.0598537
585,293,944,0.0598537
585,293,945,0.0598537
585,293,946,0.0598537
585,293,947,0.0598537
585,293,948,0.0598537
585,293,949,0.0598537
585,293,950,0.0598537
585,293,951,0.0598537
585,293,952,0.0598537
585,293,953,0.0598537
585,293,954,0.0598537
585,293,955,0.0598537
585,293,956,0.0598537
585,293,957,0.0598537
585,293,958,0.0598537
585,293,959,0.0598537
585,293,960,0.0598537
585,293,961,0.0598537
585,293,962,0.0598537
585,293,963,0.0598537
585,293,964,0.0598537
585,293,965,0.0598537
585,293,966,0.0598537
585,293,967,0.0598537
585,293,968,0.0598537
585,293,969,0.0598537
585,293,970,0.0598537
585,293,971,0.0598537
585,293,972,0.0598537
585,293,973,0.0598537
585,293,974,0.0598537
585,293,975,0.0598537
585,293,976,0.0598537
585,293,977,0.0598537
585,293,978,0.0598537
585,293,979,0.0598537
585,293,980,0.0598537
585,293,981,0.0598537
585,293,982,0.0598537
585,293,983,0.0598537
585,293,984,0.0598537
585,293,985,0.0598537
585,293,986,0.0598537
585,293,987,0.0598537
585,293,988,0.0598537
585,293,989,0.0598537
585,293,990,0.0598537
585,293,991,0.0598537
585,293,992,0.0598537
585,293,993,0.0598537
585,293,994,0.0598537
585,293,995,0.0598537
585,293,996,0.0598537
585,293,997,0.0598537
585,293,998,0.0598537
585,293,999,0.0598537
585,293,1000,0.0598537
585,293,1001,0.0598537
585,293,1002,0.0598537
585,293,1003,0.0598537
585,293,1004,0.0598537
585,293,1005,0.0598537
585,293,1006,0.0598537
585,293,1007,0.0598537
585,293,1008,0.0598537
585,293,1009,0.0598537
585,293,1010,0.0598537
585,293,1011,0.0598537
585,293,1012,0.0598537
585,293,1013,0.0598537
585,293,1014,0.0598537
585,293,1015,0.0598537
585,293,1016,0.0598537
585,293,1017,0.0598537
585,293,1018,0.0598537
585,293,1019,0.0598537
585,293,1020,0.0598537
585,293,1021,0.0598537
585,293,1022,0.0598537
585,293,1023,0.0598537
585,293,1024,0.0598537
