trace_name,number_of_requests,wsr,slab_size,slab_cnt,rebalance_strategy,allocator,tag,throughput,rebalanced_slabs,miss_ratio,n_rebalanced_slabs,monitor_interval,n_alloc_failures,uuid,miss_ratio_reduction_from_disabled,miss_ratio_reduction_from_lru_disabled,tuned_improvement
twitter_cluster10,139150615,0.01,1,50,hits,LRU2Q,,60576.41192241749,2.0,0.4998992135248558,2,50000,4,twitter_cluster10-a5d3fdeb8147f4e4861f1a34d3429654,2.4433955969627164e-07,2.4433955969627164e-07,
twitter_cluster10,139150615,0.01,1,50,disabled,LRU2Q,,221745.73154608323,,0.4998994578644155,0,50000,72,twitter_cluster10-0e5007537fcc6723a4b7351fd4db02ef,0.0,0.0,
twitter_cluster10,139150615,0.01,1,50,marginal-hits,LRU2Q,cold,202994.02620416804,21.0,0.4998991991519405,21,50000,0,twitter_cluster10-f132dd726d98bfa47148ac98f99111bc,2.587124749986458e-07,2.587124749986458e-07,
twitter_cluster10,139150615,0.01,1,50,free-mem,LRU2Q,,61092.377136248106,2.0,0.4998992135248558,2,50000,4,twitter_cluster10-f441a43a59904516b9b16d71a6847a37,2.4433955969627164e-07,2.4433955969627164e-07,
twitter_cluster10,139150615,0.01,1,50,marginal-hits-tuned,LRU2Q,cold,271496.5728536683,3.0,0.4998992135248558,3,50000,4,twitter_cluster10-fe6bec76e08c08ea04fff2fdc313a075,2.4433955969627164e-07,2.4433955969627164e-07,-1.4372915302374167e-08
twitter_cluster10,139150615,0.01,1,50,tail-age,LRU2Q,,197716.8570027072,2.0,0.4998992135248558,2,50000,4,twitter_cluster10-feb90ae9028a4f04aac8b7a4ae6ad97a,2.4433955969627164e-07,2.4433955969627164e-07,
twitter_cluster10,139150615,0.01,1,50,free-mem,TINYLFU,,57950.76599367734,2.0,0.4998993069488051,2,50000,4,twitter_cluster10-5edcb556470c072783ffc4b92e6def6b,2.3715310204508455e-07,1.50915610397373e-07,
twitter_cluster10,139150615,0.01,1,50,marginal-hits,TINYLFU,,60925.39543671988,21.0,0.499899982475823,21,50000,0,twitter_cluster10-bfc4ddabf080192ed932555495da505b,-4.3837391588974484e-07,-5.246114075374564e-07,
twitter_cluster10,139150615,0.01,1,50,marginal-hits-tuned,TINYLFU,,199397.93339005785,4.0,0.4998993716269238,4,50000,4,twitter_cluster10-31babf830460fa15313f0d155e1a1e95,1.724749832954231e-07,8.623749164771155e-08,6.108488991851679e-07
twitter_cluster10,139150615,0.01,1,50,tail-age,TINYLFU,,57987.18421005671,2.0,0.4998993069488051,2,50000,4,twitter_cluster10-d89f3c343a19fb3cbdcd4bca4ef1b26b,2.3715310204508455e-07,1.50915610397373e-07,
twitter_cluster10,139150615,0.01,1,50,disabled,TINYLFU,,222028.25293765505,,0.4998995441019071,0,50000,72,twitter_cluster10-3e0cd353ed9c71c39dba837db54e2e51,0.0,-8.623749164771155e-08,
twitter_cluster10,139150615,0.01,1,50,hits,TINYLFU,,61211.04987129824,2.0,0.4998993069488051,2,50000,4,twitter_cluster10-4efa53fa7d5056fa77d872b134133944,2.3715310204508455e-07,1.50915610397373e-07,
twitter_cluster10,139150615,0.1,1,491,hits,LRU,,60124.98372638382,2.0,0.4998992135248558,2,50000,4,twitter_cluster10-fed5c2bdc68992cd549c5c5697fd2427,2.4433955969627164e-07,2.4433955969627164e-07,
twitter_cluster10,139150615,0.1,1,491,marginal-hits-tuned,LRU,,196815.16926191427,6.0,0.4998992135248558,6,50000,4,twitter_cluster10-b4d91fd2e14a4c3bf74ba17e36adef56,2.4433955969627164e-07,2.4433955969627164e-07,-7.186457651187084e-09
twitter_cluster10,139150615,0.1,1,491,disabled,LRU,,60381.27777600676,,0.4998994578644155,0,50000,72,twitter_cluster10-3aae9c7c285e33fa2c24cda6c491e2fa,0.0,0.0,
twitter_cluster10,139150615,0.1,1,491,tail-age,LRU,,60810.1276016589,2.0,0.4998992135248558,2,50000,4,twitter_cluster10-35494000e41c2036be629777533339e5,2.4433955969627164e-07,2.4433955969627164e-07,
twitter_cluster10,139150615,0.1,1,491,marginal-hits,LRU,,61267.91760522238,21.0,0.4998992063383981,21,50000,2,twitter_cluster10-fd0c1b77472df8940f9abb5d1ffc64a8,2.515260173474587e-07,2.515260173474587e-07,
twitter_cluster10,139150615,0.1,1,491,free-mem,LRU,,60147.80985334863,2.0,0.4998992135248558,2,50000,4,twitter_cluster10-9eee580e105464f4aaf370cdd9d28b73,2.4433955969627164e-07,2.4433955969627164e-07,
twitter_cluster10,139150615,0.1,1,491,disabled,LRU2Q,,289039.69973852456,,0.4998994578644155,0,50000,72,twitter_cluster10-46b960a50538ac10752c5248d279d3b1,0.0,0.0,
twitter_cluster10,139150615,0.1,1,491,hits,LRU2Q,,218153.51774618085,2.0,0.4998992135248558,2,50000,4,twitter_cluster10-4d611e2137bc6b1114f29242f3901e71,2.4433955969627164e-07,2.4433955969627164e-07,
twitter_cluster10,139150615,0.1,1,491,marginal-hits-tuned,LRU2Q,warm-cold,270396.7113931492,2.0,0.4998992135248558,2,50000,4,twitter_cluster10-2962aa9f2f437d1f2b0deca58f6f0188,2.4433955969627164e-07,2.4433955969627164e-07,-7.186457651187084e-09
twitter_cluster10,139150615,0.1,1,491,tail-age,LRU2Q,,217135.6719871853,2.0,0.4998992135248558,2,50000,4,twitter_cluster10-98c410bc87b1256cac5ef11d00c9f4bd,2.4433955969627164e-07,2.4433955969627164e-07,
twitter_cluster10,139150615,0.1,1,491,marginal-hits,LRU2Q,cold,222533.11812724592,21.0,0.4998992063383981,21,50000,2,twitter_cluster10-2058c0096c48f8560f958ea1821f3481,2.515260173474587e-07,2.515260173474587e-07,
